key,english,korean,italian,russian,spanish,french,german,turkish,japanese,pt
event1_10,undead>Do you think peace came to the world?,undead>휴먼족과 오크족이 평생 동맹이라도 할 줄 알았냔 말이야.,undead>Pensi davvero che sia giunta la pace sulla terra?,"undead>Я ждал, что настанет-таки мир между Человеком и Орком...",undead>¿Crees que hay paz en el mundo?,undead> Tu pense que la paix s'est répandue dans le monde ?,"undead>Glaubst du nun, dass überall Frieden herrscht?",undead>Barış dünyaya geldi sence?,undead>世界に平和が訪れたと思ているのか？,morto-vivo>Achas que a paz chegou ao mundo.
event1_11,hero>It is. orcs and humans are friends now.,hero>물론이지! 나 이제 깨달아요~ 휴먼족과 오크족도 친구가 될 수 있음을~,hero>Esatto. Gli orchi e gli umani da adesso sono amici.,hero>Так и есть. Орки и люди теперь друзья.,hero>Ahora que orcos y humanos somos amigos` sí.,hero>Bien sûr. Les Orcs et les Humains sont amis maintenant.,hero>Es ist so. Orks und Menschen sind nun Freunde.,hero>öyle. Orklar ve insanlar artık arkadaşlar.,hero>そうだ。オークとヒューマンは友だちだ。,herói> É. orcs e humanos são amigos agora.
event1_12,undead>HAHAHAHAHAHAHAHA(yell),undead>푸하하하하하하하하!(yell),undead>HAHAHAHAHAHAHAHA(yell),undead>АХАХАХАХАХХАХААХХААХ(yell),undead>JAJAJAJAJAJAJAJA(yell),undead> HAHAHAHAHAHAHAHA(yell),undead>HAHAHAHAHAHAHAHA(yell),undead>hahahahahahahaha (yell),undead>ハハハハハ(yell),morto-vivo>(grito)HAHAHAHAHAHAHAHA
event1_13,undead>Let me ask the orcs if that is true.,undead>어디 오크족도 그렇게 생각하는지 물어볼까?,undead>Fammi chiedere agli orchi se è vero.,"undead>... Позволь-ка мне спросить Орка, что думает он.",undead>Permíteme que le pregunte a los orcos al respecto.,undead> Laisse-moi poser la question aux Orcs.,"undead>Lass mich die Orks befragen, ob das wahr ist.",undead>doğrudur varsa bana Orkları soralım.,undead>オークにそれが本当かたずねてみよう。,mortos-vivos> Deixe-me perguntar aos orcs se isso é verdade.
event1_14,"undead>Hey pal. After you kill me, who do you want to kill next?",undead>거기 오크 친구. 자네가 날 죽이면 그 뒤엔 누구를 죽일건가?,"undead>Ei amico. Dopo avermi ucciso, chi ucciderai poi?","undead>Эй, приятель. После того, как ты убьешь меня, кого ты хочешь убить следующим?",undead>Ey` chaval. ¿A quién quieres matar después de acabar conmigo?,"undead> Hey les gars. Après m'avoir tué, vous voulez tuer qui ?","undead>Hey Kumpel. Nachdem du mich getötet hast, wen würdest du danach töten wollen?","undead>Dostum. Beni öldürdükten sonra, bir sonraki öldürmek kimi istiyorsun?",undead>やあ、友よ。私を殺した後。次に誰を殺す？,"mortos-vivos> Ei, amigo. Depois de me matar, quem você quer matar a seguir?"
event1_15,orc>I kill you and pity annoying humans!,orc>너 죽는다 나한테! 그리고 휴먼족도 다 뭉개버린다!,orc>Io uccidere voi stupidi umani pietosi!,"orc>Я убью тебя, а потом и этих жалких надоедливых человеков!!",orc>Yo matar a tu y luego matar a humano lamentable.,orc>Je tue toi et misérables humains !,"orc>Ich dich töten und jammernde, nervige Menschen!",orc> Sen ve acıma can sıkıcı insanları öldürmek!,orc>おまえとむかつくヒューマンを殺す！,"Orc> Depois de te matar, tenho pena dos humanos irritantes!"
event1_16,hero>WHAT?(yell),hero>머라꼬?(yell),hero>COSA?(yell),hero>ЧТО? КАК?!(yell),hero>¿Qué?(yell),hero>QUOI ?(yell),hero>WAS?(yell),hero>NE? (yell),hero>何？(yell),herói> (grito)QUE?
event1_17,undead>See?,undead>들었지?,undead>Visto?,undead>Убедился?..,undead>¿Ves?,undead> Tu vois ?,undead>Siehst du?,undead>görüyor musunuz?,undead>分かったか？,Vês
event1_18,hero>What are you talking about? We are friends now.,hero>무슨 말이야? 이제 우린 동료잖아! 내 목숨까지 구해줬잖아?,hero>Di che cosa stai parlando? Ora siamo amici.,hero>Как ты мог? Мы же сейчас друзья.,hero>¿De qué estás hablando? Ahora somos amigos.,hero>De quoi tu parles ? Nous sommes amis maintenant.,hero>Was redest du da? Wir sind doch jetzt Freunde.,hero>Ne diyorsun sen? Şimdi arkadaşız.,hero>何を言っている？我々は今や友だ。,herói>O que estás par ai a dizer? Somos amigos agora.
event1_19,orc>Kidding me? No friends between Human and Orc. Orc kill Human. Bad Human.,orc>강아지 풀 심는 소리! 오크족 휴먼족 친구 못한다! 휴먼족 나쁘다! 겁나 나쁘다!,orc>Tu prendere in giro me?Nessuna amicizia tra Orco e Umano. Orco uccide Umano. Sporco Umano.,orc>Чушь собачья! Никакой дружбы между орками и человеками. Орк убивает Человека. Человек плохой.,orc>¡Paparruchas! No amigos entre orcos y humanos. Orco matar humano. Humano malo.,orc>Mensonge ! Pas amis Humains et Orcs. Orc tue Humain. Méchant Humain.,orc>NIemals! Menschen und Orks können keine Freunde sein. Orks töten Menschen. Menschen schlecht.,orc> Saçma! Hiçbir arkadaşı İnsan ve Ork'unuzu olur. Ork İnsan öldürmek. Kötü İnsan.,orc>冗談だろう？ヒューマンとオークの友好はあり得ない。オークはヒューマンを殺す。憎きヒューマン。,Orc> estás a gozar? Sem amigos entre humanos e orcs. Orc mata Humano. Humano mau.
event1_20,hero>Why is Human bad? You are the one who kills.,hero>왜 휴먼족이 나쁜거야? 틈만 나면 다 뭉개버리는 건 너희들이잖아!,hero>Cos'ha di male l'Umano? Siete voi quelli che uccidono.,"hero>Почему люди плохие? Вы же убиваете нас, не наоборот.",hero>¿Por qué los humanos son los malos? Tu eres el que va matando por ahí.,hero>Les humains sont méchants ? Vous êtes ceux qui tuent.,"hero>Warum sind Menschen schlecht? Du bist derjenige, der tötet.",hero>Neden İnsan kötü? Sen öldüren birisidir.,hero>なぜヒューマンが悪い？おまえが殺すものだ。,herói> Por que Humano é mau? Você é aquele que mata.
event1_21,orc>Orc kill human. Because Human kill everything else.,orc>오크는 휴먼 뭉갠다! 왜냐하면 휴먼은 세상 모든걸 다 뭉개버리기 때문이다!,orc>Orc uccide umani. Perchè umani uccidere tutto il resto.,"orc>Орк убивает Человека, потому что Человек уничтожает все остальное.",orc>Orco matar a humano porque humano matar todo lo demás.,orc>Orc tue Humain. Humain tue tout.,"orc>Ork tötet Menschen, weil Menschen alles andere tötet.",orc> Ork insanı öldürür. İnsan her şeyi öldürmek için.,orc>オークはヒューマンを殺す。なぜならヒューマンは他の皆を殺すから。,Orc> Orc matam humanos. Porque humanos matam tudo.
event1_22,hero>I have no idea what you are talking about.,hero>무슨 말인지 하나도 모르겠군.,hero>Non so di cosa tu stia parlando.,"hero>... ... Понятия не имею, о чем ты говоришь.",hero>No sé de qué estás hablando.,hero>De quoi est-ce que tu parles ?,"hero>Ich habe keine Ahnung, wovon du redest.",hero>Sana ne konuştuğunu hiçbir fikrim yok.,hero>何を言っているのかわからない。,herói>Não sei do que falas.
event1_23,undead>See? You guys never learn. That’s why I wanted to bring end to the world.,undead>봤지? 너희들은 항상 똑같다니깐. 그래서 이 세상엔 리프뤠쉬가 필요한거야. 종말이 필요해.,undead>Avete visto? Non imparerete mai. Questo è il motivo per cui ho deciso di dare fine a tutto.,"undead>Видите? Вы, господа, ничему не научились. Вот почему я собираюсь избавиться от вашего мира.",undead>¿Ves? Nunca aprendéis. Por eso quería destruir el mundo.,undead> Vous voyez ? Vous n'apprenez jamais. C'est pour cette raison que j'ai voulu détruire ce monde.,undead>Seht! Ihr werdet nie dazu lernen. Deshalb bringe ich das Ende der Welt.,undead>görüyor musunuz? Sizler öğrenemezler. Ben dünyaya sonunu getirmek istediğini bu yüzden.,undead>分かったか？おまえたちはなにも分かっていない。だから世界を終わらせようとしたのだ。,"mortos-vivos> Vê? Vocês nunca aprendem, entendem agora porque queria acabar com o mundo."
event1_24,undead>That is the only solution.,undead>그게 유일한 해결책이야.,undead>E' l'unica soluzione,undead>Это единственный выход.,undead>Esa es la única solución.,undead> C'est la seule solution.,undead>Das ist die einzige Lösung.,undead>Tek çözüm bu.,undead>それが唯一の解決策だ。,morto-vivo>é a única solução
event1_25,undead>And it is still on the way.,undead>그리고 아직 진행중이지! 무와하!,undead>E siamo solo all'inizio.,undead>Но пока не все готово. Ждите конца...,undead>Y sigue siendo la única manera.,undead> Et c'est toujours en bonne voie.,undead>Und es ist unaufhaltsam.,undead>Ve yolda hala.,undead>それは成されつつある。,morto-vivo>e ainda está para vir
event1_26,hero>He’s gone!,hero>가버렸어!,hero>E' sparito!,hero>Он ушел!,hero>¡Ya no está!,hero>Il a disparu !,hero>Er ist weg!,hero>Kayboldu!,hero>彼は去った！,herói>Ele foi-se
event1_27,orc>He died. Zombie died. Now human!,orc>레밍머시기 죽었다! 이제 휴먼 차례다! 거기 딱 서있어라!,orc>E' morto. Zombie uccisi. Ora umani!,orc>Он мертв. И зомби мертвы. Теперь время умирать человеку!,orc>Muerto. Zombi muerto. Ahora humano.,orc>Lui mort. Zombie mort. Maintenant Humain !,orc>Er ist gestorben. Zombie tot. Jetzt Mensch!,orc> öldü. Zombi öldü. Şimdi insan!,orc>彼は死んだ。ゾンビは死んだ。次はヒューマンだ！,"Orc>Ele morto, morto-vivo morto, agora Humanos"
event1_28,orc>OAHAOHAOAHOAHOAHOAHOAHOA!(yell),orc>우오우오오오오오!(yell),orc>OAHAOHAOAHOAHOAHOAHOAHOA!(yell),orc>УОРОРАРАРАРАОА!!!(yell),orc>¡OAHAOHAOAHOAHOAHOAHOAHOA!(yell),orc>OAHAOHAOAHOAHOAHOAHOAHOA !(yell),orc>OAHAOHAOAHOAHOAHOAHOAHOA!(yell),orc> OAHAOHAOAHOAHOAHOAHOAHOA! (yell),orc>オーオーオーオーオーオー(yell),Orc>(grito)OAHAOHAOAHOAHOAHOAHOAHOA!
event1_29,hero>WAIT!(yell),hero>자..잠깐만!(yell),hero>ASPETTA!(yell),hero>СТОЙ!(yell),hero>¡Espera!(yell),hero>ATTENDEZ !(yell),hero>WARTE!(yell),hero>BEKLE! (yell),hero>待て！(yell),herói>QUE?
time left,TIME LEFT,남은 시간,TEMPO RIMASTO,ВРЕМЯ ВЫШЛО,TIEMPO RESTANTE,TEMPS RESTANT,ZEIT VERBLEIBEND,KALAN ZAMAN,残り時間,tempo restante
result,RESULT,결과,RISULTATO,РЕЗУЛЬТАТ,RESULTADO,RÉSULTAT,ERGEBNIS,SONUÇLAR,結果,resultado
no event,Wait for the next event!,다음 이벤트를 기대해주세요 ^0^,Aspetta il prossimo evento!,Дождитесь следующего события!,Esperar a que el próximo evento!,Attendez que le prochain événement!,Warte auf das nächste Event!,Bir sonraki etkinliği bekleyin!,次のイベントを待ちます！,espere pelo próximo evento
monthly event mission 0,Launch the game everyday :D,매일매일 출석! >__<,Avvia il gioco ogni giorno :D,Запуск игры каждый день: D,Iniciar el juego todos los días: D,Lancez le jeu de tous les jours: D,Starte das Spiel jeden Tag :D,Oyunu hergün Açın :D,ゲームの日常を起動します：D,Inicia o jogo todos os dias
monthly event mission 1,Collect parts for the heroes.,영웅의 조각 획득,Pezzi da collezione per gli eroi,Собирайте части для героев.,partes de recolección para los héroes.,pièces pour les héros frais virés.,Sammel Heldenteile.,Kahramanlar için parçalar topla.,英雄のために収集パーツ。,coleciona parte para os heróis
monthly event mission 2,Defeat goblins.,고블린 처치,Sconfiggi i goblin.,Поражение гоблинов.,duendes derrota.,gobelins Défaite.,Besiege die Kobolde.,Goblinleri yen.,敗北のゴブリン。,derrota os goblins
monthly event mission 3,Defeat swordsmen.,휴먼 검사 처치,Sconfiggi gli spadaccini.,Поражение меченосцев.,espadachines derrota.,sabreurs Défaite.,Besiege die Schwertkämpfer.,Silahşörleri yen.,敗北の剣士。,derrota os espadachins
monthly event mission 4,Defeat trolls.,트롤 처치,Sconfiggi i troll.,Поражение троллей.,troles derrota.,trolls Défaite.,Besiege die Trolle.,Trolleri yen.,敗北トロール。,derrota os trolls
monthly event mission 5,Defeat orc spear men.,오크 창병 처치,Sconfiggi gli orchi lancia uomini.,Поражение орк копье мужчины.,Derrota a los hombres orco lanza.,Battre les hommes de lance orc.,Besiege die Ork Speerkämpfer.,Ork Mızrakçılarını yen.,敗北オーク槍男性。,derrota os lanceiros Orc
monthly event mission 6,Defeat orc fighers.,오크 파이터 처치,Sconfiggi gli orchi combattenti.,Поражение орк fighers.,Derrotar orco fighers.,Battez orc fighers.,Besiege die Ork Kämpfer,Ork Dövüşçülerini yen.,fighersをオーク倒します。,derrota os guerreiro Orc
monthly event mission 7,Defeat zombies.,좀비 처치,Sconfiggi gli zombie.,Поражение зомби.,zombis derrota.,zombies défaite.,Besiege die Zombies.,Zombileri yen.,敗北のゾンビ。,derrota os mortos-vivos
monthly event mission 8,Win the arena.,아레나 승리,Vinci l'arena.,Выиграйте на арене.,Ganar la arena.,Gagner l'arène.,Gewinne in der Arena.,Arena'yı kazan.,アリーナに勝ちます。,ganha na arena
monthly event mission 9,Win the heroes PVP(6 vs 6),영웅 대전 6 vs 6 승리,Vinci il  PVP eroi (6 vs 6),Выиграйте герой PVP (6 против 6),Gana el PVP héroes (6 vs 6),Gagner le PVP héros (6 vs 6),Gewinne den Helden PVP (6 vs 6),kahraman PVP kazan (6 6 vs),ヒーローのPVP（6対6）勝ちます,ganha heróis PVP (6 vs 6)
monthly event mission 10,Win the heroes PVP(12 vs 12),영웅 대전 12 vs 12 승리,Vinci il PVP eroi (12 vs 12),Выиграйте герой PVP (12 против 12),Gana el PVP héroes (12 vs 12),Gagner le PVP héros (12 vs 12),Gewinne den Helden PVP (12 vs 12),"kahraman PVP kazanın (12, 12 vs)",ヒーローのPVP（12対12）に勝ちます,ganha heróis PVP (12 vs 12)
monthly event mission 11,Win the network battle in the battle mode.,배틀모드 네트워크 배틀 승리,Vinci la battaglia network nella modalità battaglia.,Выиграйте сетевую битву в режиме боя.,Ganar la batalla a la red en el modo de batalla.,Gagner la bataille de réseau en mode combat.,Gewinnen eine Netzwerk Schlacht im Kampf-Modus.,Savaş modunda ağ savaşı kazanın.,戦闘モードでのネットワークの戦いに勝ちます。,Ganhe a batalha na rede no modo de batalha.
mission complete,Mission complete,미션 완료,Missione completata,Миссия завершена,Misión cumplida,Mission accomplie,Mission abgeschlossen.,Görev tamamlandı.,作戦完了,",Missão completa"
two time for the account,You can get the reward twice.,2번 반복 획득 가능합니다.,Puoi ottenere la ricompensa due volte.,Вы можете получить награду дважды.,Usted puede obtener la recompensa dos veces.,Vous pouvez obtenir la récompense deux fois.,Du kannst diese Belohnung zweimal abschließen.,Sen iki kez ödül alabilirsiniz.,あなたは二回、報酬を得ることができます。,pode obter esta recompensa duas vezes
